X,Y,osm_id,amenity,name,addr:housenumber,brand,operator,addr:housename,ref,ele,shop,sport,cuisine,addr:city,addr:postcode,addr:state,phone,opening_hours,contact:yelp,addr:street,website,brand:wikidata,addr:unit,addr:country,outdoor_seating,takeaway,capacity,smoking,microbrewery,organic,wheelchair,internet_access:fee,drive_in,internet_access,name_1,email,toilets:wheelchair,delivery,name:en,payment:bitcoin,description,contact:phone,wheelchair:description,contact:facebook,contact:website,level,drive_through,wifi,payment:mastercard,start_date,facebook,payment:visa,addr:full,addr:building,fax,amenity2,OWNER,owner2,wikidata,addr:suite,short_name,old_name:ja,alt_name,old_name,old_website,payment:discover_card,payment:american_express,breakfast,payment:coins,payment:debit_cards,payment:notes,payment:cash,contact:instagram,contact:twitter,website_1,delivery:partner,payment:android_pay,payment:apple_pay,payment:samsung_pay,suite,is_in,contact:google_plus,payment:visa_debit,name:kr,payment:credit_cards,far_accessible,contact:youtube,twitter,reservation,payment:giftcards,name:zh,long_name,pricerange,name:ja,craft,diet:vegetarian
-81.7847255,32.4489466,3632917372,restaurant,Chops On Main,30,,,,,,,,steak,Statesboro,30458,GA,,,,West Main Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7799772,32.4341724,3625648379,restaurant,Coconut Thai Cuisine,7,,,,,,,,asian,Statesboro,30458,GA,,,,College Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7798748,32.4346296,4533810790,restaurant,Coconut Thai Cuisine,7,,,,,,,,,Statesboro,30458,GA,912-225-3757,,,College Plaza,http://www.coconutthaidining.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7808195,32.435156,3625648378,restaurant,El Rinconcito,2,,,,,,,,,Statesboro,30458,GA,,,,College Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7678165,32.4342732,3813386164,restaurant,Moe's Southwest Grill,608,,,,,,,,mexican,statesboro,30458,ga,,"Su-Th 11:00-21:00; Fr,Sa 11:00-22:00",,Brannen Street,,,,,,yes,125,no,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7694686,32.4350948,3813388718,restaurant,Pappa Murphy's Pizza,,,,,,,,,pizza,statesboro,30458,ga,,,,Brannen Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7692694,32.435081,3813387704,restaurant,Firehouse Subs,,,,,,,,,sandwich,statesboro,30458,ga,,,,Brannen Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7649198,32.43541,3813371708,restaurant,Brewster's Ice Cream/Nathan's Hot Dogs,995,,,,,,,,american,Statesboro,,ga,,,,Lovett Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7629823,32.4360112,3633168460,restaurant,Vandy's Barbeque,325,,,,,,,,barbecue,Statesboro,30458,GA,,,,Northside Drive East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7657745,32.4411865,3609397554,restaurant,Chow Time Buffet,418,,,,,,,,chinese,Statesboro,30458,,,,,Northside Dr E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7644494,32.4381894,3609416727,restaurant,El Sombero,851,,,,,,,,mexican,Statesboro,30458,,,,,Northside Dr E,http://www.elsomstatesboro.com/en/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7627678,32.4406681,3609384588,restaurant,Ocean Gallery Seafood,503,,,,,,,,seafood,Statesboro,30458,,,,,Northside Dr E,http://oceangalleys.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7599622,32.4322651,3609480521,restaurant,Larry's Giant Subs,701,,,,,,,,sandwich,Statesboro,30458,,,,,Piedmont Loop,http://www.larryssubs.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7597584,32.4321044,3609480351,restaurant,Your Pie,701,,,,,,,,pizza,Statesboro,30458,,,,,Piedmont Loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.7595881,32.4320054,3609470166,restaurant,Nikko Express,701,,,,,,,,japanese,Statesboro,30458,,,,,Piedmont Loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.7396157,33.7374033,2561609121,restaurant,Talk of the Town,14,,,,,,,,regional,Washington,30673,,706-678-7661,,,West Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.504521,33.4854049,5738473088,restaurant,El Kiosco Mexican Restaurant,1068,,,,,,,,mexican,Thomson,30824,GA,,Mo-Su 09:00-21:00,,Washington Road,,,,,yes,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.5055641,33.4899776,5738473091,restaurant,Dominos Pizza,1233,,,,,,,,,Thomson,30824,GA,,Mo-Su 10:30-24:00,,Washington Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.8146677,33.1517084,5370422374,restaurant,Pointers Grill at Hancock Landing,2056,,,,,,,,american,Waynesboro,30830,GA,+1 706-554-5222,"Mo-We 10:30-22:00; Th-Fr 10:30-24:00; Sa 18:00-24:00",,Hancock Landing Road,http://pointersgrill.com/,,,,,yes,,,,,,,,,,pointersgrill@gmail.com,,,,,,,,,,,,,yes,2016,https://www.facebook.com/pointersgrill/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.2089783,33.4539547,5627795602,restaurant,Pizza Hut,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.1998666,33.4569683,5628589628,restaurant,Mi Ranchito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.1983818,33.4511236,5627844943,restaurant,Pelican's SnoBalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.1980041,33.478059,5524085921,restaurant,Starbucks,,,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.197226,33.4797417,5633960416,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.1951341,33.4793587,5628673175,restaurant,Diablo's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.132533,33.4806431,4109554889,restaurant,Cracker Barrel,,,,,,,,,japanese,,,,,,,Park 20 West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.131642,33.480663,4108236589,restaurant,Tokyo express,,,,,,,,,japanese,,,,,,,Park 20 West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.1300214,33.4816578,2669047661,restaurant,Steak n Shake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.0959933,33.4824464,1344062250,restaurant,Giuseppe's Pizza and Italian Specialties,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.2007521,33.4883471,5524085821,restaurant,Starbucks,,,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.2009677,33.5092299,4232973304,restaurant,Marco's Pizza,,,,,,,,,italian_pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.2008704,33.5092181,4232973305,restaurant,China One,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.1173668,33.569574,3120605409,restaurant,Wife Saver,,,,,,,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.0434167,33.4298401,2518077998,restaurant,Happy House,3008,,,,,,,,korean,Augusta,30906,,+1 (706) 798-4055,,,Deans Bridge Road,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.970279,33.4759223,283192845,restaurant,Rooster's Beak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.9701291,33.476216,283194399,restaurant,Bee's Knees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.9696742,33.4764308,283193369,restaurant,Blue Sky Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.0467878,33.5122503,2364706867,restaurant,Denny's,,,,,,,,,,Augusta,30907,,,,,Washington Road,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.0542784,33.5146501,5467778542,restaurant,Bateman Coummunity Living,3113,,,,,,,,regional,Augusta,30907,GA,706-922-1018,Mo-Fr 09:00-17:00,,Washington Road,,,,,,no,-1,no,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.4207384,31.0466352,1262894067,restaurant,Sea Jay's,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.4146692,31.0481013,1262894036,restaurant,Dary Queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.5181968,31.2173239,4175105097,restaurant,Pizza Hut,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.5030185,31.2453404,4175103679,restaurant,Denny's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.4370926,31.3683954,1361659893,restaurant,Skippers' Fish Camp,85,,,,,,,,seafood,,31305,,,,,"Screven Street, Darien GA",http://www.skippersfishcamp.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.4342012,31.3750894,1361659900,restaurant,B&J's Steaks and Seafood,901,,,,,,,,seafood,,31305,,,,,"North Way, Darien GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.4506142,31.3971744,2665125515,restaurant,Ruby Tuesday,,,,,,,,,american,,31305,,,,,Magnolia Bluff Way SW,rubytuesday.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.4488776,31.533319,4427919300,restaurant,Huddle House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.3338686,31.9247079,5304721167,restaurant,Waffle House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.3326518,31.9252409,5304721166,restaurant,Country Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.1514691,31.9814251,5732047404,restaurant,Papa Johns,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2777958,32.0045069,2658548895,restaurant,Cracker Barrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2405956,32.0589979,3097213152,restaurant,Grand Lake Lodge & Spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2706897,32.0981342,1311559822,restaurant,Jalapeno's,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2528893,32.1056911,5888523987,restaurant,Flacos Tacos,1117,,,,,,,,,,,,,,,South Rogers Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2458033,32.1153878,1027356152,restaurant,El Potro,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2412416,32.113042,1312079887,restaurant,Burger King,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2420114,32.1142733,1312079583,restaurant,Wendy's,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2426766,32.1144868,1312079755,restaurant,Lovezzola's,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2320792,32.1104271,1311974681,restaurant,Waffle House,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2952535,32.1306511,2575445526,restaurant,Roma Pizza,403,,,,,,,,"pizza, italian",Bloomingdale,31302,,,,,Islands Expressway,https://www.facebook.com/pages/Roma-Pizza/217823008261545,,,,,,50,,,,,,,,,,,,,yes,,+1 912-748-9912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2558924,32.1371583,4049761755,restaurant,Sawa Hibachi,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2538699,32.1336369,1032475920,restaurant,Yummy House,,,,,,,,,chinese,,,,912-450-9866/9867,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.252366,32.1368715,4506499492,restaurant,Mellow Mushroom,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2513977,32.1367329,4506503729,restaurant,Wild Wing Cafe,,,,,,,,,wings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2520977,32.137487,4506505545,restaurant,McAlister's Deli,,,,,,,,,sandwhich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2521246,32.1376028,4506508352,restaurant,Tijuana Flats,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2541106,32.1378719,4049761750,restaurant,FATZ Cafe,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2519906,32.1400876,1036680891,restaurant,Longhorn Steak House,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2490688,32.1423409,4049771635,restaurant,Jersey Mike's Subs,,,,,,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2490105,32.1423545,4049771636,restaurant,Moe's Southwest Grill,,,,,,,,,burrito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.248715,32.1426451,4049771638,restaurant,Sushi Hana,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2483929,32.1426683,4049771642,restaurant,Marco's Pizza,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2483053,32.1426743,4049771643,restaurant,B&D Burgers,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2477093,32.1419325,4049272404,restaurant,Buffalo Wild Wings,,Buffalo Wild Wings,,,,,,,"chicken;american",,,GA,,,,,,Q509255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.2482876,32.1464456,1032173963,restaurant,Cheddar's,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0636929,32.0006651,585675274,restaurant,Pearl's Salt Water Grill,,,,,,,,,"sea_food;american",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0438552,32.0361028,411000929,restaurant,Despositos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.1002768,32.0566342,4897016821,restaurant,The Vault Kitchen & Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Vault Kitchen & Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0996207,32.0591452,4482583915,restaurant,Butterhead Greens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0994613,32.0739392,5451939883,restaurant,Rancho Alegre,,,,,,,,,cuban,,,,,,,,www.ranchoalegrecuban.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0978072,32.0735087,1220001538,restaurant,Crystal Beer Parlor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0920489,32.071666,2977715033,restaurant,Clary's Cafe,404,,,,,,,,diner,Savannah,,,,,,Abercorn Street,,,,,yes,yes,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0937351,32.0745355,5455470298,restaurant,The Public Kitchen & Bar,1,,,,,,,,american,Savannah,31401,,+1 912 200 4045,,,West Liberty Street,www.thepublickitchen.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0977811,32.0798684,5460823439,restaurant,The Grey,109,,,,,,,,,Savannah,31401,,,,,Martin Luther King Junior Boulevard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0976483,32.0798395,5570063626,restaurant,The Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0940732,32.0746435,5460823442,restaurant,Mellow Mushroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.091944,32.0750539,5448718062,restaurant,Green Fire Pizza,236,,,,,,,,pizza,Savannah,31401,,,,,Drayton Street,,,,,yes,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0927835,32.0771632,3374421626,restaurant,The Collins Quarter,151,,,,,,,,,Savannah,,GA,+1 912-777-4147,Mo-Su 06:30-21:00,,Bull Street,http://www.thecollinsquarter.com/,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0955651,32.0797248,2187588332,restaurant,Locos Grill & Pub,,,,,,,,,,,,,,,,,http://www.locosgrill.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0949018,32.0795227,2187588378,restaurant,Taco Abajo,,,,,,,,,mexican,,,,+1 912-480-9050,"Mo-Th 11:00-00:00; Fr-Sa 11:00-01:00; Su 11:00-00:00",,,http://www.tacoabajo.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0945984,32.0797835,2186796465,restaurant,Papillote,,,,,,,,,french,,,,+1 912-232-1881,"We-Fr 10:30-19:00; Sa-Su 09:30-17:00",,,http://www.papillote-savannah.com/,,,,,,,,,,,,,,,info@papillote-savannah.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0929369,32.0800533,1435026148,restaurant,The Lady & Sons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0926198,32.0784892,2187648103,restaurant,Debi's the Restaurant,,,,,,,,,,,,,912.236.3322,Mo-Fr 07:00-15:00,,,http://www.debisrestaurant.com,,,,,,,,,,,,,,,info@debisrestaurant.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0901942,32.0783369,5110241221,restaurant,Savannah Taphouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0923219,32.078878,4021921689,restaurant,Flying Monk Noodle Bar,5,,,,,,,,noodle,Savannah,,,,,,West Broughton Street,,,,,yes,yes,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0904432,32.0793861,5455509239,restaurant,Henry's,28,,,,,,,,,Savannah,31401,GA,,,,Drayton Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81.0896448,32.0728876,5448590558,restaurant,Fox And Fig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
